삭제,bsn_tp,crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt
,E003,Y,동화약품,A000020,합병등종료보고서(자산양수도),20171113000213,동화약품,20171113
,E003,Y,KR모터스,A000040,자산양수ㆍ도종료보고서,20070928000333,KR모터스,20070928
,E003,Y,CJ대한통운,A000120,[기재정정]영업양수ㆍ도종료보고서,20090122000008,CJ대한통운,20090122
,E003,Y,CJ대한통운,A000120,합병등종료보고서(자산양수도),20120102000266,CJ대한통운,20120102
,E003,Y,하이트진로홀딩스,A000140,합병등종료보고서(자산양수도),20090410000957,하이트진로홀딩스,20090410
,E003,Y,하이트진로홀딩스,A000140,합병등종료보고서(자산양수도),20090521000091,하이트진로홀딩스,20090521
,E003,Y,하이트진로홀딩스,A000140,합병등종료보고서(자산양수도),20090624000313,하이트진로홀딩스,20090625
,E003,Y,하이트진로홀딩스,A000140,합병등종료보고서(자산양수도),20090804000007,하이트진로홀딩스,20090804
,E003,Y,하이트진로홀딩스,A000140,합병등종료보고서(자산양수도),20120510001132,하이트진로홀딩스,20120510
,E003,Y,두산,A000150,[기재정정]합병등종료보고서(영업양수도),20090313000481,두산,20090313
,E003,Y,유유제약,A000220,자산양수ㆍ도종료보고서,20070611000276,유유제약,20070611
,E003,K,삼천당제약,A000250,자산양수ㆍ도종료보고서,20060807000100,삼천당제약,20060807
,E003,Y,대유플러스,A000300,자산양수ㆍ도종료보고서,20060831000095,대유플러스,20060831
,E003,Y,노루홀딩스,A000320,자산양수ㆍ도종료보고서,20050718000075,노루홀딩스,20050718
,E003,Y,한화손해보험,A000370,자산양수ㆍ도종료보고서,20080526000241,한화손해보험,20080526
,E003,Y,한화손해보험,A000370,자산양수ㆍ도종료보고서,20080617000073,한화손해보험,20080617
,E003,Y,천일고속,A000650,합병등종료보고서(자산양수도),20170920000395,천일고속,20170921
,E003,Y,LS네트웍스,A000680,합병등종료보고서(자산양수도),20150723000300,LS네트웍스,20150723
,E003,Y,이화산업,A000760,합병등종료보고서(자산양수도),20140401001282,이화산업,20140401
,E003,Y,한국주철관공업,A000970,자산양수ㆍ도종료보고서,20070817000105,한국주철관공업,20070817
,E003,Y,DB하이텍,A000990,합병등종료보고서(자산양수도),20091231000314,DB하이텍,20091231
1,E003,E,아이이,A00100717,자산양수ㆍ도종료보고서,20081106000036,아이이,20081106
1,E003,E,아이이,A00100717,합병등종료보고서(자산양수도),20170707000503,아이이,20170707
1,E003,E,경남에너지,A00101336,합병등종료보고서(영업양수도),20160203000048,경남에너지,20160203
1,E003,E,브이오산업,A00101947,영업양수ㆍ도종료보고서,20050104000053,브이오산업,20050104
1,E003,E,브이오산업,A00101947,[기재정정]자산양수ㆍ도종료보고서,20050711000289,브이오산업,20050712
1,E003,E,브이오산업,A00101947,자산양수ㆍ도종료보고서,20070117000233,브이오산업,20070117
1,E003,E,브이오산업,A00101947,자산양수ㆍ도종료보고서,20080318000004,브이오산업,20080318
1,E003,E,글로스텍,A00102645,[기재정정]합병등종료보고서(자산양수도),20101005000262,글로스텍,20101005
1,E003,E,글로스텍,A00102645,합병등종료보고서(자산양수도),20101102000155,글로스텍,20101102
1,E003,E,글로스텍,A00102645,합병등종료보고서(자산양수도),20110711000042,글로스텍,20110711
1,E003,E,세븐코스프,A00103121,합병등종료보고서(자산양수도),20100121000025,세븐코스프,20100121
1,E003,E,세븐코스프,A00103121,합병등종료보고서(자산양수도),20100222000245,세븐코스프,20100222
1,E003,E,고제,A00103325,자산양수ㆍ도종료보고서,20081209000188,고제,20081209
,E003,Y,CJ,A001040,자산양수ㆍ도종료보고서,20080918000115,CJ,20080918
,E003,Y,CJ,A001040,합병등종료보고서(자산양수도),20110902000189,CJ,20110902
1,E003,E,알이네트웍스,A00104892,자산양수ㆍ도종료보고서,20071002000073,알이네트웍스,20071002
1,E003,E,그린손해보험,A00104971,자산양수ㆍ도종료보고서,20080109000187,그린손해보험,20080109
1,E003,E,LG마이크론,A00105767,영업양수ㆍ도종료보고서,20080630000036,LG마이크론,20080630
1,E003,E,LG마이크론,A00105767,영업양수ㆍ도종료보고서,20080630000040,LG마이크론,20080630
1,E003,E,지앤엘,A00106456,영업양수ㆍ도종료보고서,20071206000210,지앤엘,20071206
1,E003,E,렉스엘이앤지,A00106492,자산양수ㆍ도종료보고서,20081014000063,렉스엘이앤지,20081014
1,E003,E,렉스엘이앤지,A00106492,자산양수ㆍ도종료보고서,20081118000143,렉스엘이앤지,20081118
,E003,Y,대한방직,A001070,자산양수ㆍ도종료보고서,20051107000156,대한방직,20051107
,E003,Y,대한방직,A001070,합병등종료보고서(자산양수도),20181018000372,대한방직,20181018
1,E003,E,일공공일안경콘택트,A00107358,자산양수ㆍ도종료보고서,20061124000221,일공공일안경콘택트,20061124
1,E003,E,오라바이오틱스,A00109648,자산양수ㆍ도종료보고서,20090203000299,오라바이오틱스,20090203
1,E003,E,오라바이오틱스,A00109648,합병등종료보고서(자산양수도),20090504000002,오라바이오틱스,20090504
1,E003,E,한국기술산업,A00110176,자산양수ㆍ도종료보고서,20050106000196,한국기술산업,20050106
1,E003,E,한국기술산업,A00110176,자산양수ㆍ도종료보고서,20060315000194,한국기술산업,20060315
1,E003,E,한국기술산업,A00110176,자산양수ㆍ도종료보고서,20080229000453,한국기술산업,20080229
1,E003,E,대성합동지주,A00110495,합병등종료보고서(자산양수도),20101012000172,대성합동지주,20101012
1,E003,E,대성합동지주,A00110495,합병등종료보고서(자산양수도),20170324001546,대성합동지주,20170327
1,E003,E,대웅바이오,A00111829,자산양수ㆍ도종료보고서,20050330001164,대웅바이오,20050330
1,E003,E,알바이오,A00112004,자산양수ㆍ도종료보고서,20060314000495,알바이오,20060314
1,E003,E,알바이오,A00112004,자산양수ㆍ도종료보고서,20081226000127,알바이오,20081226
1,E003,E,알바이오,A00112004,합병등종료보고서(자산양수도),20100430001702,알바이오,20100430
1,E003,E,마이크로닉스,A00112068,자산양수ㆍ도종료보고서,20050523000096,마이크로닉스,20050523
1,E003,E,마이크로닉스,A00112068,자산양수ㆍ도종료보고서,20050728000258,마이크로닉스,20050728
1,E003,E,마이크로닉스,A00112068,자산양수ㆍ도종료보고서,20070831000151,마이크로닉스,20070831
,E003,Y,국보,A001140,합병등종료보고서(자산양수도),20180920000266,국보,20180920
1,E003,E,알덱스,A00114215,자산양수ㆍ도종료보고서,20061004000021,알덱스,20061004
1,E003,E,알덱스,A00114215,자산양수ㆍ도종료보고서,20070112000188,알덱스,20070112
1,E003,E,알덱스,A00114215,합병등종료보고서(자산양수도),20110331000215,알덱스,20110331
1,E003,E,데코,A00114321,자산양수ㆍ도종료보고서,20050930000130,데코,20050930
1,E003,E,데코,A00114321,자산양수ㆍ도종료보고서,20060328000582,데코,20060328
1,E003,E,미주제강,A00115472,자산양수ㆍ도종료보고서,20061228000334,미주제강,20061228
1,E003,E,미주제강,A00115472,자산양수ㆍ도종료보고서,20061228000339,미주제강,20061228
1,E003,E,미주제강,A00115472,자산양수ㆍ도종료보고서,20070122000097,미주제강,20070122
1,E003,E,미주제강,A00115472,자산양수ㆍ도종료보고서,20070321000406,미주제강,20070321
1,E003,E,동양텔레콤,A00117638,합병등종료보고서(자산양수도),20131209000116,동양텔레콤,20131209
1,E003,E,두림티앤씨,A00119423,자산양수ㆍ도종료보고서,20060707000327,두림티앤씨,20060707
1,E003,E,두림티앤씨,A00119423,자산양수ㆍ도종료보고서,20060830000148,두림티앤씨,20060830
1,E003,E,두림티앤씨,A00119423,자산양수ㆍ도종료보고서,20061107000192,두림티앤씨,20061107
1,E003,E,두림티앤씨,A00119423,자산양수ㆍ도종료보고서,20061110000470,두림티앤씨,20061113
1,E003,E,두림티앤씨,A00119423,자산양수ㆍ도종료보고서,20070117000342,두림티앤씨,20070117
1,E003,E,두림티앤씨,A00119423,자산양수ㆍ도종료보고서,20080204000117,두림티앤씨,20080204
1,E003,E,엔토리노,A00119733,자산양수ㆍ도종료보고서,20070627000167,엔토리노,20070627
1,E003,E,엔토리노,A00119733,자산양수ㆍ도종료보고서,20070824000053,엔토리노,20070824
1,E003,E,네오퍼플,A00121251,합병등종료보고서(자산양수도),20100406000590,네오퍼플,20100406
1,E003,E,네오퍼플,A00121251,합병등종료보고서(영업양수도),20101101000117,네오퍼플,20101101
1,E003,E,배명금속,A00122436,자산양수ㆍ도종료보고서,20081014000179,배명금속,20081014
1,E003,E,보루네오가구,A00123152,자산양수ㆍ도종료보고서,20090203000002,보루네오가구,20090203
1,E003,E,보루네오가구,A00123152,합병등종료보고서(자산양수도),20140331003212,보루네오가구,20140331
1,E003,E,심팩인더스트리,A00123648,자산양수ㆍ도종료보고서,20061206000172,심팩인더스트리,20061206
1,E003,E,심팩인더스트리,A00123648,자산양수ㆍ도종료보고서,20061222000182,심팩인더스트리,20061222
1,E003,E,심팩인더스트리,A00123648,자산양수ㆍ도종료보고서,20070216000179,심팩인더스트리,20070216
1,E003,E,심팩인더스트리,A00123648,자산양수ㆍ도종료보고서,20070329000572,심팩인더스트리,20070329
1,E003,E,심팩인더스트리,A00123648,자산양수ㆍ도종료보고서,20071019000233,심팩인더스트리,20071019
,E003,Y,GS글로벌,A001250,자산양수ㆍ도종료보고서,20080912000098,GS글로벌,20080912
1,E003,E,에스에스씨피,A00126593,자산양수ㆍ도종료보고서,20071220000219,에스에스씨피,20071220
1,E003,E,에스에스씨피,A00126593,합병등종료보고서(자산양수도),20111014000408,에스에스씨피,20111014
1,E003,E,에스에스씨피,A00126593,합병등종료보고서(영업양수도),20120625000107,에스에스씨피,20120625
1,E003,E,에스와이코퍼레이션,A00126885,합병등종료보고서(자산양수도),20090512002119,에스와이코퍼레이션,20090512
1,E003,E,에스와이코퍼레이션,A00126885,합병등종료보고서(자산양수도),20120717000207,에스와이코퍼레이션,20120717
1,E003,E,삼양엔텍,A00127024,영업양수ㆍ도종료보고서,20050826000291,삼양엔텍,20050827
1,E003,E,삼양엔텍,A00127024,영업양수ㆍ도종료보고서,20070712000099,삼양엔텍,20070712
1,E003,E,유리이에스,A00128731,자산양수ㆍ도종료보고서,20051228000315,유리이에스,20051228
1,E003,E,캠브리지코오롱,A00128759,자산양수ㆍ도종료보고서,20071012000235,캠브리지코오롱,20071012
1,E003,E,프로비타,A00128953,자산양수ㆍ도종료보고서,20071218000229,프로비타,20071218
1,E003,E,프로비타,A00128953,자산양수ㆍ도종료보고서,20080327000346,프로비타,20080327
1,E003,E,프로비타,A00128953,자산양수ㆍ도종료보고서,20080328001233,프로비타,20080328
1,E003,E,프로비타,A00128953,자산양수ㆍ도종료보고서,20080710000110,프로비타,20080710
1,E003,E,프로비타,A00128953,합병등종료보고서(자산양수도),20090630000434,프로비타,20090630
1,E003,E,폴켐,A00130204,자산양수ㆍ도종료보고서,20070724000255,폴켐,20070724
1,E003,E,카카오엠,A00130949,자산양수ㆍ도종료보고서,20080424000198,카카오엠,20080424
1,E003,E,카카오엠,A00130949,영업양수ㆍ도종료보고서,20080424000196,카카오엠,20080424
1,E003,E,카카오엠,A00130949,영업양수ㆍ도종료보고서,20090306000472,카카오엠,20090309
1,E003,E,선진지주,A00132114,자산양수ㆍ도종료보고서,20071221000004,선진지주,20071221
1,E003,E,선진지주,A00132114,[기재정정]합병등종료보고서(자산양수도),20121231000395,선진지주,20121231
1,E003,E,성원,A00133089,합병등종료보고서(자산양수도),20091208000066,성원,20091208
1,E003,E,성지건설,A00133238,자산양수ㆍ도종료보고서,20050916000055,성지건설,20050916
1,E003,E,세신,A00133928,자산양수ㆍ도종료보고서,20060524000165,세신,20060524
1,E003,E,세신,A00133928,자산양수ㆍ도종료보고서,20080625000208,세신,20080625
1,E003,E,세신,A00133928,자산양수ㆍ도종료보고서,20081028000254,세신,20081028
,E003,Y,백광산업,A001340,자산양수ㆍ도종료보고서,20080111000256,백광산업,20080114
,E003,Y,백광산업,A001340,합병등종료보고서(영업양수도),20151102000345,백광산업,20151102
1,E003,E,씨앤상선,A00134060,자산양수ㆍ도종료보고서,20071207000358,씨앤상선,20071207
1,E003,E,소예,A00134909,자산양수ㆍ도종료보고서,20070905000104,소예,20070905
,E003,Y,삼성제약,A001360,합병등종료보고서(자산양수도),20151023000293,삼성제약,20151023
,E003,Y,삼성제약,A001360,합병등종료보고서(자산양수도),20161024000250,삼성제약,20161024
,E003,Y,삼성제약,A001360,합병등종료보고서(자산양수도),20171031000397,삼성제약,20171031
,E003,E,BHK,A00136235,자산양수ㆍ도종료보고서,20050228000298,BHK,20050228
1,E003,E,신일건업,A00136970,합병등종료보고서(자산양수도),20120627000150,신일건업,20120627
,E003,Y,SG충방,A001380,합병등종료보고서(자산양수도),20100623000067,SG충방,20100623
1,E003,E,티이씨앤코,A00138127,자산양수ㆍ도종료보고서,20071112000269,티이씨앤코,20071112
1,E003,E,티이씨앤코,A00138127,자산양수ㆍ도종료보고서,20071231000203,티이씨앤코,20071231
1,E003,E,티이씨앤코,A00138127,합병등종료보고서(자산양수도),20091218000358,티이씨앤코,20091218
1,E003,E,티이씨앤코,A00138127,합병등종료보고서(영업양수도),20120831000901,티이씨앤코,20120831
1,E003,E,티이씨앤코,A00138127,합병등종료보고서(자산양수도),20120831000968,티이씨앤코,20120831
1,E003,E,쎄라텍,A00138376,자산양수ㆍ도종료보고서,20081016000215,쎄라텍,20081016
,E003,Y,KG케미칼,A001390,합병등종료보고서(자산양수도),20110902000299,KG케미칼,20110902
1,E003,E,씨크롭,A00140353,자산양수ㆍ도종료보고서,20060323000359,씨크롭,20060323
1,E003,E,엘트온,A00140919,자산양수ㆍ도종료보고서,20080930000242,엘트온,20080930
1,E003,E,셰프라인,A00142591,자산양수ㆍ도종료보고서,20050110000249,셰프라인,20050110
1,E003,E,휴리프,A00142698,영업양수ㆍ도종료보고서,20050221000002,휴리프,20050221
1,E003,E,휴리프,A00142698,자산양수ㆍ도종료보고서,20061227000279,휴리프,20061227
,E003,Y,세아베스틸,A001430,합병등종료보고서(자산양수도),20150318000596,세아베스틸,20150318
,E003,Y,세아베스틸,A001430,합병등종료보고서(자산양수도),20150318000609,세아베스틸,20150318
1,E003,E,웅진식품,A00143642,합병등종료보고서(자산양수도),20141217000278,웅진식품,20141217
1,E003,E,웅진식품,A00143642,합병등종료보고서(자산양수도),20150227001148,웅진식품,20150227
,E003,Y,대한전선,A001440,자산양수ㆍ도종료보고서,20080917000072,대한전선,20080917
1,E003,E,유성티에스아이,A00144562,자산양수ㆍ도종료보고서,20071025000076,유성티에스아이,20071025
1,E003,E,유성티에스아이,A00144562,자산양수ㆍ도종료보고서,20080115000200,유성티에스아이,20080115
1,E003,E,유성티에스아이,A00144562,자산양수ㆍ도종료보고서,20080730000177,유성티에스아이,20080730
1,E003,E,유성티에스아이,A00144562,자산양수ㆍ도종료보고서,20081201000171,유성티에스아이,20081201
1,E003,E,유성티에스아이,A00144562,자산양수ㆍ도종료보고서,20090210000327,유성티에스아이,20090210
1,E003,E,유성티에스아이,A00144562,합병등종료보고서(자산양수도),20090807000273,유성티에스아이,20090807
,E003,Y,현대해상,A001450,합병등종료보고서(영업양수도),20150701000114,현대해상,20150701
1,E003,E,전북은행,A00147295,합병등종료보고서(자산양수도),20110908000067,전북은행,20110908
1,E003,E,제일모직,A00148328,합병등종료보고서(영업양수도),20131202000453,제일모직,20131202
1,E003,E,씨앤중공업,A00150226,영업양수ㆍ도종료보고서,20070918000137,씨앤중공업,20070918
1,E003,E,씨앤중공업,A00150226,영업양수ㆍ도종료보고서,20080930000176,씨앤중공업,20080930
1,E003,E,에스와이,A00151252,자산양수ㆍ도종료보고서,20051228000344,에스와이,20051229
1,E003,E,에스와이,A00151252,자산양수ㆍ도종료보고서,20060613000272,에스와이,20060613
,E003,Y,동양,A001520,자산양수ㆍ도종료보고서,20060629000136,동양,20060629
,E003,Y,동양,A001520,합병등종료보고서(자산양수도),20140731000341,동양,20140731
,E003,Y,동양,A001520,합병등종료보고서(자산양수도),20150925000107,동양,20150925
1,E003,E,에이치비이에너지,A00152631,자산양수ㆍ도종료보고서,20051215000059,에이치비이에너지,20051215
1,E003,E,에이치비이에너지,A00152631,자산양수ㆍ도종료보고서,20071112000340,에이치비이에너지,20071112
1,E003,E,에이치비이에너지,A00152631,자산양수ㆍ도종료보고서,20090122000186,에이치비이에너지,20090122
1,E003,E,에이치비이에너지,A00152631,합병등종료보고서(자산양수도),20090414001225,에이치비이에너지,20090414
1,E003,E,에이치비이에너지,A00152631,합병등종료보고서(자산양수도),20091007000234,에이치비이에너지,20091007
1,E003,E,에이치비이에너지,A00152631,합병등종료보고서(자산양수도),20091209000197,에이치비이에너지,20091210
1,E003,E,FnC코오롱,A00152914,[기재정정]자산양수ㆍ도종료보고서,20070316000388,FnC코오롱,20070316
,E003,Y,동일방직,A001530,자산양수ㆍ도종료보고서,20061215000112,동일방직,20061215
1,E003,E,허메스홀딩스,A00153551,자산양수ㆍ도종료보고서,20051222000308,허메스홀딩스,20051223
1,E003,E,허메스홀딩스,A00153551,자산양수ㆍ도종료보고서,20070201000158,허메스홀딩스,20070201
1,E003,E,허메스홀딩스,A00153551,자산양수ㆍ도종료보고서,20070514003598,허메스홀딩스,20070514
1,E003,E,허메스홀딩스,A00153551,합병등종료보고서(자산양수도),20120510002557,허메스홀딩스,20120510
1,E003,E,케이비물산,A00154189,영업양수ㆍ도종료보고서,20060519000021,케이비물산,20060519
1,E003,E,케이비물산,A00154189,자산양수ㆍ도종료보고서,20061018000200,케이비물산,20061018
1,E003,E,케이비물산,A00154189,자산양수ㆍ도종료보고서,20070118000035,케이비물산,20070118
1,E003,E,케이비물산,A00154189,자산양수ㆍ도종료보고서,20080311000512,케이비물산,20080311
1,E003,E,태창기업,A00154204,자산양수ㆍ도종료보고서,20070718000072,태창기업,20070718
1,E003,E,태창기업,A00154204,합병등종료보고서(자산양수도),20090406001034,태창기업,20090406
1,E003,E,에버리소스,A00154727,자산양수ㆍ도종료보고서,20071029000114,에버리소스,20071029
1,E003,E,에버리소스,A00154727,자산양수ㆍ도종료보고서,20071123000060,에버리소스,20071123
1,E003,E,에버리소스,A00154727,자산양수ㆍ도종료보고서,20080909000242,에버리소스,20080909
1,E003,E,하림홀딩스,A00156044,합병등종료보고서(자산양수도),20121231000458,하림홀딩스,20121231
1,E003,E,하림홀딩스,A00156044,합병등종료보고서(자산양수도),20121228000627,하림홀딩스,20121231
1,E003,E,화인자산관리,A00156521,합병등종료보고서(자산양수도),20131226000161,화인자산관리,20131226
,E003,Y,금양,A001570,자산양수ㆍ도종료보고서,20050630000293,금양,20050630
1,E003,E,제너비오믹스,A00158839,자산양수ㆍ도종료보고서,20071227000127,제너비오믹스,20071227
1,E003,E,제너비오믹스,A00158839,자산양수ㆍ도종료보고서,20090202000322,제너비오믹스,20090202
1,E003,E,제너비오믹스,A00158839,자산양수ㆍ도종료보고서,20100219000379,제너비오믹스,20100219
1,E003,E,케이엠에이치,A00159908,자산양수ㆍ도종료보고서,20071227000131,케이엠에이치,20071227
1,E003,E,한림창업투자,A00161301,합병등종료보고서(자산양수도),20090302000785,한림창업투자,20090302
1,E003,E,한림창업투자,A00161301,합병등종료보고서(자산양수도),20090630000290,한림창업투자,20090630
1,E003,E,한림창업투자,A00161301,합병등종료보고서(자산양수도),20100211000193,한림창업투자,20100211
1,E003,E,한림창업투자,A00161301,합병등종료보고서(자산양수도),20111226000236,한림창업투자,20111226
1,E003,E,케이비캐피탈,A00161408,영업양수ㆍ도종료보고서,20070117000349,케이비캐피탈,20070117
,E003,Y,동국실업,A001620,자산양수ㆍ도종료보고서,20080530000172,동국실업,20080530
1,E003,E,셀텍,A00162577,자산양수ㆍ도종료보고서,20050930000078,셀텍,20050930
1,E003,E,셀텍,A00162577,자산양수ㆍ도종료보고서,20061226000234,셀텍,20061226
1,E003,E,에이원마이크로,A00164195,자산양수ㆍ도종료보고서,20070330001763,에이원마이크로,20070330
1,E003,E,에이원마이크로,A00164195,자산양수ㆍ도종료보고서,20070508000007,에이원마이크로,20070508
1,E003,E,에이원마이크로,A00164195,자산양수ㆍ도종료보고서,20070830000169,에이원마이크로,20070830
1,E003,E,에이원마이크로,A00164195,자산양수ㆍ도종료보고서,20080603000081,에이원마이크로,20080603
1,E003,E,에이원마이크로,A00164195,자산양수ㆍ도종료보고서,20081124000063,에이원마이크로,20081124
1,E003,E,휴코드,A00165361,자산양수ㆍ도종료보고서,20070129000186,휴코드,20070129
1,E003,E,휴코드,A00165361,자산양수ㆍ도종료보고서,20080326000651,휴코드,20080326
1,E003,E,휴코드,A00165361,자산양수ㆍ도종료보고서,20080401001260,휴코드,20080401
1,E003,E,디에스피이엔티,A00165565,자산양수ㆍ도종료보고서,20080303000377,디에스피이엔티,20080303
1,E003,E,디에스피이엔티,A00165565,자산양수ㆍ도종료보고서,20081001000231,디에스피이엔티,20081001
,E003,Y,대상,A001680,자산양수ㆍ도종료보고서,20060414000770,대상,20060414
1,E003,E,아진카인텍,A00173069,자산양수ㆍ도종료보고서,20080328000542,아진카인텍,20080328
1,E003,E,경윤하이드로에너지,A00173324,자산양수ㆍ도종료보고서,20080721000212,경윤하이드로에너지,20080721
1,E003,E,에듀언스,A00173634,자산양수ㆍ도종료보고서,20080130000021,에듀언스,20080130
1,E003,E,에듀언스,A00173634,자산양수ㆍ도종료보고서,20081119000181,에듀언스,20081119
1,E003,E,에듀언스,A00173634,자산양수ㆍ도종료보고서,20090213000037,에듀언스,20090213
1,E003,E,에듀언스,A00173634,자산양수ㆍ도종료보고서,20090213000039,에듀언스,20090213
1,E003,E,에듀언스,A00173634,자산양수ㆍ도종료보고서,20090213000034,에듀언스,20090213
1,E003,E,에듀언스,A00173634,합병등종료보고서(영업양수도),20090630000212,에듀언스,20090630
1,E003,E,에듀언스,A00173634,합병등종료보고서(영업양수도),20090630000215,에듀언스,20090630
1,E003,E,에듀언스,A00173634,합병등종료보고서(자산양수도),20110131000219,에듀언스,20110131
1,E003,E,에듀언스,A00173634,합병등종료보고서(영업양수도),20111004000290,에듀언스,20111004
1,E003,E,에듀언스,A00173634,합병등종료보고서(영업양수도),20120504000084,에듀언스,20120504
1,E003,E,에듀언스,A00173634,합병등종료보고서(영업양수도),20120604000182,에듀언스,20120604
1,E003,E,씨앤에스자산관리,A00173731,자산양수ㆍ도종료보고서,20050808000122,씨앤에스자산관리,20050808
1,E003,E,씨앤에스자산관리,A00173731,자산양수ㆍ도종료보고서,20071030000292,씨앤에스자산관리,20071031
1,E003,E,씨앤에스자산관리,A00173731,자산양수ㆍ도종료보고서,20080730000194,씨앤에스자산관리,20080730
,E003,Y,SK네트웍스,A001740,합병등종료보고서(영업양수도),20171031000428,SK네트웍스,20171031
1,E003,E,조인에너지,A00174305,자산양수ㆍ도종료보고서,20070305000062,조인에너지,20070305
1,E003,E,조인에너지,A00174305,자산양수ㆍ도종료보고서,20081205000177,조인에너지,20081205
1,E003,E,현대금속,A00174475,자산양수ㆍ도종료보고서,20060710000263,현대금속,20060710
1,E003,E,현대금속,A00174475,자산양수ㆍ도종료보고서,20080102000185,현대금속,20080102
1,E003,E,현대금속,A00174475,합병등종료보고서(자산양수도),20090406001041,현대금속,20090406
1,E003,E,케이씨더블류,A00175650,합병등종료보고서(영업양수도),20150731000178,케이씨더블류,20150731
1,E003,E,한와이어리스,A00178471,자산양수ㆍ도종료보고서,20070206000237,한와이어리스,20070206
1,E003,E,한와이어리스,A00178471,자산양수ㆍ도종료보고서,20070627000195,한와이어리스,20070627
1,E003,E,한와이어리스,A00178471,자산양수ㆍ도종료보고서,20081217000028,한와이어리스,20081217
,E003,Y,오리온홀딩스,A001800,합병등종료보고서(자산양수도),20100608000226,오리온홀딩스,20100608
,E003,Y,오리온홀딩스,A001800,합병등종료보고서(영업양수도),20151016000254,오리온홀딩스,20151016
,E003,K,무림SP,A001810,자산양수ㆍ도종료보고서,20061110000277,무림SP,20061110
1,E003,E,에이스하이텍,A00183260,자산양수ㆍ도종료보고서,20060817000152,에이스하이텍,20060818
1,E003,E,에이스하이텍,A00183260,자산양수ㆍ도종료보고서,20080707000357,에이스하이텍,20080707
1,E003,E,에이스하이텍,A00183260,자산양수ㆍ도종료보고서,20080911000273,에이스하이텍,20080912
1,E003,E,에이스하이텍,A00183260,합병등종료보고서(자산양수도),20131113000387,에이스하이텍,20131113
1,E003,E,하나물산,A00188122,자산양수ㆍ도종료보고서,20060328000442,하나물산,20060328
1,E003,E,하나물산,A00188122,자산양수ㆍ도종료보고서,20070705000239,하나물산,20070705
1,E003,E,하나물산,A00188122,자산양수ㆍ도종료보고서,20081217000198,하나물산,20081217
1,E003,E,하나물산,A00188122,합병등종료보고서(자산양수도),20090401001159,하나물산,20090401
1,E003,E,하나물산,A00188122,합병등종료보고서(자산양수도),20101105000288,하나물산,20101105
1,E003,E,훈영,A00188946,자산양수ㆍ도종료보고서,20051124000132,훈영,20051124
1,E003,E,훈영,A00188946,자산양수ㆍ도종료보고서,20060213000389,훈영,20060213
1,E003,E,훈영,A00188946,자산양수ㆍ도종료보고서,20060228000216,훈영,20060228
1,E003,E,훈영,A00188946,자산양수ㆍ도종료보고서,20060328000690,훈영,20060328
1,E003,E,훈영,A00188946,자산양수ㆍ도종료보고서,20061229000097,훈영,20061229
1,E003,E,훈영,A00188946,합병등종료보고서(자산양수도),20090731000305,훈영,20090731
1,E003,E,엘앤씨피,A00191108,자산양수ㆍ도종료보고서,20071231000231,엘앤씨피,20071231
1,E003,E,엘앤씨피,A00191108,합병등종료보고서(자산양수도),20090916000163,엘앤씨피,20090916
1,E003,E,엘앤씨피,A00191108,합병등종료보고서(자산양수도),20090916000179,엘앤씨피,20090916
1,E003,E,팬텀엔터테인먼트그룹,A00197324,자산양수ㆍ도종료보고서,20051214000227,팬텀엔터테인먼트그룹,20051214
1,E003,E,에이스앤파트너스,A00200798,자산양수ㆍ도종료보고서,20071024000172,에이스앤파트너스,20071024
1,E003,E,썬코어,A00202778,합병등종료보고서(자산양수도),20150710000309,썬코어,20150710
1,E003,E,어울림엘시스,A00206127,자산양수ㆍ도종료보고서,20051128000246,어울림엘시스,20051128
1,E003,E,어울림엘시스,A00206127,자산양수ㆍ도종료보고서,20060519000116,어울림엘시스,20060519
1,E003,E,씨제이지엘에스,A00206747,합병등종료보고서(자산양수도),20111230000293,씨제이지엘에스,20111230
,E003,Y,남영비비안,A002070,합병등종료보고서(자산양수도),20140516000376,남영비비안,20140516
,E003,Y,남영비비안,A002070,합병등종료보고서(자산양수도),20150504000774,남영비비안,20150504
1,E003,E,위너지스,A00207223,자산양수ㆍ도종료보고서,20080130000137,위너지스,20080130
1,E003,E,위너지스,A00207223,자산양수ㆍ도종료보고서,20080213000015,위너지스,20080213
1,E003,E,위너지스,A00207223,합병등종료보고서(영업양수도),20100106000252,위너지스,20100106
1,E003,E,위너지스,A00207223,합병등종료보고서(자산양수도),20110531001455,위너지스,20110531
1,E003,E,위너지스,A00207223,합병등종료보고서(영업양수도),20161201000275,위너지스,20161201
1,E003,E,위너지스,A00207223,합병등종료보고서(자산양수도),20180125000386,위너지스,20180125
1,E003,E,알에스넷,A00207436,자산양수ㆍ도종료보고서,20061222000303,알에스넷,20061222
1,E003,E,알에스넷,A00207436,합병등종료보고서(자산양수도),20090331003294,알에스넷,20090331
1,E003,E,지엔텍홀딩스,A00210537,자산양수ㆍ도종료보고서,20060220000315,지엔텍홀딩스,20060220
1,E003,E,제넥셀세인,A00211271,자산양수ㆍ도종료보고서,20080723000170,제넥셀세인,20080723
1,E003,E,제넥셀세인,A00211271,합병등종료보고서(자산양수도),20091102000268,제넥셀세인,20091102
,E003,Y,도화엔지니어링,A002150,합병등종료보고서(자산양수도),20150410000937,도화엔지니어링,20150410
